Molecular weight,Acceptors,Donors,LogP,Molecular Refractivity,Wiener index,Ids,PD_amide,PD_positive,PD_neutral,PD_heteroatom,PD_OH,PA_amide,PA_negative,PA_neutral,PA_aromatic,Free energy,P_logp,P_MR
231.17031901609,2.0,3.0,-0.1315999999999997,60.53560000000003,461.0,2tpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.11280414009,2.0,3.0,-0.8515999999999999,36.0603,130.0,4tln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363.0579990380001,10.0,6.0,-2.5697,76.4808,1230.0,1rnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.08116966409,2.0,3.0,-0.3701999999999993,46.122700000000016,268.0,4ts1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519.213437058,5.0,5.0,3.260600000000001,135.14120000000003,4249.0,4tmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.07694359,2.0,4.0,-0.4313000000000002,47.617200000000025,256.0,2tmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541.18362801382,10.0,6.0,-1.7380999999999938,126.366,4569.0,1tlp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478.23474470391,5.0,3.0,-0.3254999999999961,127.66680000000004,4017.0,1tmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.213437058,5.0,5.0,2.6755000000000004,119.85520000000008,3411.0,5tmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286.22966558,1.0,1.0,5.510300000000006,93.21180000000004,1114.0,1rbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803.4819766480003,12.0,3.0,4.639000000000007,212.5923999999993,12629.0,1fkf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813.5193056240003,5.0,5.0,8.875800000000003,242.1725999999991,15969.0,4er1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945.5687749800002,10.0,8.0,2.3149000000000086,254.07609999999923,23633.0,5er2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685.4625785960002,8.0,8.0,1.4672000000000065,182.2518999999996,10287.0,4er2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.98237451,3.0,3.0,-0.8197000000000001,25.631899999999995,98.0,2ypi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478.150502454,6.0,4.0,2.6614000000000004,119.30950000000004,3812.0,6cpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472.232184744,5.0,3.0,0.3051000000000041,122.46120000000003,3808.0,4sga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522.37702354018,5.0,5.0,0.0233000000000089,143.03469999999987,4754.0,5er1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.992939194,4.0,4.0,-1.4588,31.63869999999999,160.0,4tim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520.3036183679999,8.0,4.0,2.4561,132.9472,4316.0,1igj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913.555141588,13.0,3.0,6.180600000000006,245.13739999999896,19273.0,1fkb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.046950192,0.0,0.0,1.6866,26.441999999999997,27.0,1l83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427.02941494000015,12.0,6.0,-1.7460000000000009,84.5654,1925.0,1atr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347.0630844180001,10.0,5.0,-1.863,73.6551,1099.0,6rnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502.1642476560899,6.0,6.0,0.335800000000003,128.15890000000002,3916.0,3gst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.093248752,3.0,3.0,2.23844,64.86720000000003,627.0,1cps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502.1642476560899,6.0,6.0,0.335800000000003,128.15890000000002,3916.0,2gst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605.2502164900001,8.0,4.0,3.2807000000000013,155.07539999999972,7173.0,1ppm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770.3444512220001,7.0,5.0,6.528800000000007,210.75609999999944,13196.0,1hos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611.3335521900002,7.0,4.0,3.788800000000002,161.23839999999967,6468.0,1ppl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.975833964,2.0,1.0,-0.2052999999999999,19.1622,58.0,1bcd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809.447597228,9.0,6.0,4.568900000000005,223.59929999999932,16391.0,1ivp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.993273542,4.0,4.0,-1.3989,27.9253,134.0,1trd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.069476528,3.0,2.0,-2.6873999999999985,33.974799999999995,165.0,1hsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.1713158039999,10.0,5.0,0.2683999999999997,118.26160000000009,3832.0,2drc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.12008059218,1.0,3.0,-1.906299999999998,35.917999999999985,143.0,1lst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.1713158039999,10.0,5.0,0.2683999999999997,118.26160000000009,3832.0,1dhj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.240230264,1.0,1.0,6.216700000000007,96.03980000000006,1752.0,1adl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486.1948557679998,14.0,8.0,-4.862099999999987,103.24140000000004,2988.0,1mfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386.174275944,5.0,4.0,3.3071800000000016,112.06890000000004,2306.0,2cgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.1713158039999,10.0,5.0,0.2683999999999997,118.26160000000009,3832.0,1dhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256.084792244,4.0,2.0,3.814220000000003,70.42110000000001,762.0,1srg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327.256214676,1.0,1.0,5.654100000000006,104.80970000000006,1673.0,1erb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486.1948557679998,14.0,8.0,-4.862099999999987,103.24140000000004,2988.0,1mfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.12772593209,0.0,1.0,1.2512,47.13510000000002,182.0,1tni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.06299417999998,2.0,2.0,0.6746000000000002,43.78860000000002,212.0,2ctc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266.101504928,8.0,4.0,-1.3749999999999996,64.94980000000002,657.0,1add,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507.25775202809,3.0,4.0,2.9353000000000016,130.8292,4320.0,1elc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.073558864,2.0,2.0,1.4046,53.52460000000002,390.0,1wht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291.095416504,7.0,6.0,-3.0665999999999976,63.30270000000003,773.0,2sim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.07135392809,0.0,1.0,0.5676000000000001,32.99209999999999,90.0,1tnh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457.24210196409,3.0,3.0,2.1988000000000003,113.48750000000004,3197.0,1ela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.073558864,2.0,2.0,1.4046,53.52460000000002,390.0,1cbx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521.2096754720001,5.0,4.0,2.14217,142.66029999999992,5217.0,1ppc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638.346820572,6.0,4.0,6.004200000000004,181.73239999999947,8805.0,1hps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.988132052,6.0,2.0,-0.8561000000000003,45.5859,257.0,1azm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.12772593209,0.0,1.0,0.8086000000000002,34.33009999999998,64.0,1tng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428.1882117560001,4.0,3.0,2.18119,116.88160000000003,2704.0,1pph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
